@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute bow_accel numeric
@attribute bow_accel2 {0,1,2,3,4,5}
@attribute volume numeric
@attribute volume2 {0,1,2,3,4,5}
@attribute notes numeric
@attribute notes2 {0,1,2,3,4,5}

@data
5785,'2024/04/24 13:46:28:577',11,-18,-14,1,-0.86,-0.67,0.05,-64,74,10465.136719,0,1,?,?,?,?
5786,'2024/04/24 13:46:28:579',11,-18,-14,1,-0.86,-0.67,0.05,-64,74,10465.136719,0,1,?,?,?,?
5787,'2024/04/24 13:46:28:593',11,-18,-14,1,-0.86,-0.67,0.05,-69,74,10465.136719,0,1,?,?,?,?
5788,'2024/04/24 13:46:28:600',11,-18,-14,1,-0.86,-0.67,0.05,-69,74,10465.136719,0,1,?,?,?,?
5789,'2024/04/24 13:46:28:602',11,-18,-14,1,-0.86,-0.67,0.05,-69,74,10465.136719,0,1,?,?,?,?
5790,'2024/04/24 13:46:28:613',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5791,'2024/04/24 13:46:28:624',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5792,'2024/04/24 13:46:28:626',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5793,'2024/04/24 13:46:28:647',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5794,'2024/04/24 13:46:28:649',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5795,'2024/04/24 13:46:28:670',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5796,'2024/04/24 13:46:28:672',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5797,'2024/04/24 13:46:28:693',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5798,'2024/04/24 13:46:28:694',11,-18,-14,1,-0.86,-0.67,0.05,-63,74,10465.136719,0,1,?,?,?,?
5799,'2024/04/24 13:46:28:695',11,-18,-14,1,-0.86,-0.67,0.05,-63,74,10465.136719,0,1,?,?,?,?
5800,'2024/04/24 13:46:28:713',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5801,'2024/04/24 13:46:28:716',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5802,'2024/04/24 13:46:28:718',11,-18,-14,1,-0.86,-0.67,0.05,-66,74,10465.136719,0,1,?,?,?,?
5803,'2024/04/24 13:46:28:733',11,-18,-14,1,-0.86,-0.67,0.05,-61,74,10465.136719,0,1,?,?,?,?
5804,'2024/04/24 13:46:28:739',11,-18,-14,1,-0.86,-0.67,0.05,-61,74,10465.136719,0,1,?,?,?,?
5805,'2024/04/24 13:46:28:741',11,-18,-14,1,-0.86,-0.67,0.05,-61,74,10465.136719,0,1,?,?,?,?
5806,'2024/04/24 13:46:28:753',11,-18,-14,1,-0.86,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5807,'2024/04/24 13:46:28:763',11,-18,-14,1,-0.86,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5808,'2024/04/24 13:46:28:765',11,-18,-14,1,-0.86,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5809,'2024/04/24 13:46:28:767',11,-15,-14,1,-0.86,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5810,'2024/04/24 13:46:28:767',11,-15,-13,1,-0.86,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5811,'2024/04/24 13:46:28:767',11,-15,-13,2,-0.86,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5812,'2024/04/24 13:46:28:767',11,-15,-13,2,-0.71,-0.67,0.05,-67,74,10465.136719,0,1,?,?,?,?
5813,'2024/04/24 13:46:28:767',11,-15,-13,2,-0.71,-0.62,0.05,-67,74,10465.136719,0,1,?,?,?,?
5814,'2024/04/24 13:46:28:767',11,-15,-13,2,-0.71,-0.62,0.1,-67,74,10465.136719,0,1,?,?,?,?
5815,'2024/04/24 13:46:28:773',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5816,'2024/04/24 13:46:28:786',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5817,'2024/04/24 13:46:28:788',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5818,'2024/04/24 13:46:28:809',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5819,'2024/04/24 13:46:28:811',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5820,'2024/04/24 13:46:28:813',11,-15,-13,2,-0.71,-0.62,0.1,-63,74,10465.136719,0,1,?,?,?,?
5821,'2024/04/24 13:46:28:832',11,-15,-13,2,-0.71,-0.62,0.1,-63,74,10465.136719,0,1,?,?,?,?
5822,'2024/04/24 13:46:28:833',11,-15,-13,2,-0.71,-0.62,0.1,-66,74,10465.136719,0,1,?,?,?,?
5823,'2024/04/24 13:46:28:835',11,-15,-13,2,-0.71,-0.62,0.1,-66,74,10465.136719,0,1,?,?,?,?
5824,'2024/04/24 13:46:28:853',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5825,'2024/04/24 13:46:28:856',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5826,'2024/04/24 13:46:28:858',11,-15,-13,2,-0.71,-0.62,0.1,-71,74,10465.136719,0,1,?,?,?,?
5827,'2024/04/24 13:46:28:873',11,-15,-13,2,-0.71,-0.62,0.1,-62,74,10465.136719,0,1,?,?,?,?
5828,'2024/04/24 13:46:28:879',11,-15,-13,2,-0.71,-0.62,0.1,-62,74,10465.136719,0,1,?,?,?,?
5829,'2024/04/24 13:46:28:881',11,-15,-13,2,-0.71,-0.62,0.1,-62,74,10465.136719,0,1,?,?,?,?
5830,'2024/04/24 13:46:28:893',11,-15,-13,2,-0.71,-0.62,0.1,-66,74,10465.136719,0,1,?,?,?,?
5831,'2024/04/24 13:46:28:902',11,-15,-13,2,-0.71,-0.62,0.1,-66,74,10465.136719,0,1,?,?,?,?
5832,'2024/04/24 13:46:28:904',11,-15,-13,2,-0.71,-0.62,0.1,-66,74,10465.136719,0,1,?,?,?,?
5833,'2024/04/24 13:46:28:913',11,-15,-13,2,-0.71,-0.62,0.1,-59,74,10465.136719,0,1,?,?,?,?
5834,'2024/04/24 13:46:28:925',11,-15,-13,2,-0.71,-0.62,0.1,-59,74,10465.136719,0,1,?,?,?,?
5835,'2024/04/24 13:46:28:927',11,-15,-13,2,-0.71,-0.62,0.1,-59,74,10465.136719,0,1,?,?,?,?
5836,'2024/04/24 13:46:28:933',11,-15,-13,2,-0.71,-0.62,0.1,-63,74,10465.136719,0,1,?,?,?,?
5837,'2024/04/24 13:46:28:948',11,-15,-13,2,-0.71,-0.62,0.1,-63,74,10465.136719,0,1,?,?,?,?
5838,'2024/04/24 13:46:28:951',11,-15,-13,2,-0.71,-0.62,0.1,-63,74,10465.136719,0,1,?,?,?,?
5839,'2024/04/24 13:46:28:953',11,-15,-13,2,-0.71,-0.62,0.1,-68,74,10465.136719,0,1,?,?,?,?
5840,'2024/04/24 13:46:28:972',11,-15,-13,2,-0.71,-0.62,0.1,-68,74,10465.136719,0,1,?,?,?,?
5841,'2024/04/24 13:46:28:974',11,-15,-13,2,-0.71,-0.62,0.1,-68,74,10465.136719,0,1,?,?,?,?
5842,'2024/04/24 13:46:28:993',11,-15,-13,2,-0.71,-0.62,0.1,-75,74,10465.136719,0,1,?,?,?,?
5843,'2024/04/24 13:46:28:995',11,-15,-13,2,-0.71,-0.62,0.1,-75,74,10465.136719,0,1,?,?,?,?
5844,'2024/04/24 13:46:28:997',11,-15,-13,2,-0.71,-0.62,0.1,-75,74,10465.136719,0,1,?,?,?,?
5845,'2024/04/24 13:46:29:007',11,-16,-13,2,-0.71,-0.62,0.1,-75,74,10465.136719,0,1,?,?,?,?
5846,'2024/04/24 13:46:29:007',11,-16,-12,2,-0.71,-0.62,0.1,-75,74,10465.136719,0,1,?,?,?,?
5847,'2024/04/24 13:46:29:013',11,-16,-12,2,-0.71,-0.62,0.1,-69,74,10465.136719,0,1,?,?,?,?
5848,'2024/04/24 13:46:29:018',11,-16,-12,2,-0.71,-0.62,0.1,-69,74,10465.136719,0,1,?,?,?,?
5849,'2024/04/24 13:46:29:020',11,-16,-12,2,-0.71,-0.62,0.1,-69,74,10465.136719,0,1,?,?,?,?
5850,'2024/04/24 13:46:29:033',11,-16,-12,2,-0.71,-0.62,0.1,-74,74,10465.136719,0,1,?,?,?,?
5851,'2024/04/24 13:46:29:036',11,-16,-12,2,-0.71,-0.62,0.1,-74,74,10465.136719,0,1,?,?,?,?
5852,'2024/04/24 13:46:29:036',11,-16,-12,2,-0.76,-0.62,0.1,-74,74,10465.136719,0,1,?,?,?,?
5853,'2024/04/24 13:46:29:036',11,-16,-12,2,-0.76,-0.57,0.1,-74,74,10465.136719,0,1,?,?,?,?
5854,'2024/04/24 13:46:29:036',11,-16,-12,2,-0.76,-0.57,0.1,-74,74,10465.136719,0,1,?,?,?,?
5855,'2024/04/24 13:46:29:041',11,-16,-12,2,-0.76,-0.57,0.1,-74,74,10465.136719,0,1,?,?,?,?
5856,'2024/04/24 13:46:29:043',11,-16,-12,2,-0.76,-0.57,0.1,-74,74,10465.136719,0,1,?,?,?,?
5857,'2024/04/24 13:46:29:053',11,-16,-12,2,-0.76,-0.57,0.1,-68,74,10465.136719,0,1,?,?,?,?
5858,'2024/04/24 13:46:29:065',11,-16,-12,2,-0.76,-0.57,0.1,-68,74,10465.136719,0,1,?,?,?,?
5859,'2024/04/24 13:46:29:067',11,-16,-12,2,-0.76,-0.57,0.1,-68,74,10465.136719,0,1,?,?,?,?
5860,'2024/04/24 13:46:29:073',11,-16,-12,2,-0.76,-0.57,0.1,-71,74,10465.136719,0,1,?,?,?,?
5861,'2024/04/24 13:46:29:088',11,-16,-12,2,-0.76,-0.57,0.1,-71,74,10465.136719,0,1,?,?,?,?
5862,'2024/04/24 13:46:29:091',11,-16,-12,2,-0.76,-0.57,0.1,-71,74,10465.136719,0,1,?,?,?,?
5863,'2024/04/24 13:46:29:093',11,-16,-12,2,-0.76,-0.57,0.1,-69,74,10465.136719,0,1,?,?,?,?
5864,'2024/04/24 13:46:29:111',11,-16,-12,2,-0.76,-0.57,0.1,-69,74,10465.136719,0,1,?,?,?,?
5865,'2024/04/24 13:46:29:113',11,-16,-12,2,-0.76,-0.57,0.1,-69,74,10465.136719,0,1,?,?,?,?
5866,'2024/04/24 13:46:29:133',11,-16,-12,2,-0.76,-0.57,0.1,-73,74,10465.136719,0,1,?,?,?,?
5867,'2024/04/24 13:46:29:134',11,-16,-12,2,-0.76,-0.57,0.1,-73,74,10465.136719,0,1,?,?,?,?
5868,'2024/04/24 13:46:29:137',11,-16,-12,2,-0.76,-0.57,0.1,-73,74,10465.136719,0,1,?,?,?,?
5869,'2024/04/24 13:46:29:153',11,-16,-12,2,-0.76,-0.57,0.1,-68,74,10465.136719,0,1,?,?,?,?
5870,'2024/04/24 13:46:29:157',11,-16,-12,2,-0.76,-0.57,0.1,-68,74,10465.136719,0,1,?,?,?,?
5871,'2024/04/24 13:46:29:160',11,-16,-12,2,-0.76,-0.57,0.1,-68,74,10465.136719,0,1,?,?,?,?
5872,'2024/04/24 13:46:29:173',11,-16,-12,2,-0.76,-0.57,0.1,-75,74,10465.136719,0,1,?,?,?,?
5873,'2024/04/24 13:46:29:181',11,-16,-12,2,-0.76,-0.57,0.1,-75,74,10465.136719,0,1,?,?,?,?
5874,'2024/04/24 13:46:29:183',11,-16,-12,2,-0.76,-0.57,0.1,-75,74,10465.136719,0,1,?,?,?,?
5875,'2024/04/24 13:46:29:193',11,-16,-12,2,-0.76,-0.57,0.1,-64,74,10465.136719,0,1,?,?,?,?
5876,'2024/04/24 13:46:29:204',11,-16,-12,2,-0.76,-0.57,0.1,-64,74,10465.136719,0,1,?,?,?,?
5877,'2024/04/24 13:46:29:207',11,-16,-12,2,-0.76,-0.57,0.1,-64,74,10465.136719,0,1,?,?,?,?
5878,'2024/04/24 13:46:29:213',11,-16,-12,2,-0.76,-0.57,0.1,-59,74,10465.136719,0,1,?,?,?,?
5879,'2024/04/24 13:46:29:227',11,-16,-12,2,-0.76,-0.57,0.1,-59,74,10465.136719,0,1,?,?,?,?
5880,'2024/04/24 13:46:29:229',11,-16,-12,2,-0.76,-0.57,0.1,-59,74,10465.136719,0,1,?,?,?,?
5881,'2024/04/24 13:46:29:233',11,-16,-12,2,-0.76,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5882,'2024/04/24 13:46:29:250',11,-16,-12,2,-0.76,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5883,'2024/04/24 13:46:29:253',11,-16,-12,2,-0.76,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5884,'2024/04/24 13:46:29:267',11,-17,-12,2,-0.76,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5885,'2024/04/24 13:46:29:268',11,-17,-12,2,-0.76,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5886,'2024/04/24 13:46:29:268',11,-17,-12,1,-0.76,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5887,'2024/04/24 13:46:29:268',11,-17,-12,1,-0.81,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5888,'2024/04/24 13:46:29:268',11,-17,-12,1,-0.81,-0.57,0.1,-65,74,10465.136719,0,1,?,?,?,?
5889,'2024/04/24 13:46:29:268',11,-17,-12,1,-0.81,-0.57,0.05,-65,74,10465.136719,0,1,?,?,?,?
5890,'2024/04/24 13:46:29:273',11,-17,-12,1,-0.81,-0.57,0.05,-61,74,10465.136719,0,1,?,?,?,?
5891,'2024/04/24 13:46:29:274',11,-17,-12,1,-0.81,-0.57,0.05,-61,74,10465.136719,0,1,?,?,?,?
5892,'2024/04/24 13:46:29:276',11,-17,-12,1,-0.81,-0.57,0.05,-61,74,10465.136719,0,1,?,?,?,?
5893,'2024/04/24 13:46:29:293',11,-17,-12,1,-0.81,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5894,'2024/04/24 13:46:29:297',11,-17,-12,1,-0.81,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5895,'2024/04/24 13:46:29:299',11,-17,-12,1,-0.81,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5896,'2024/04/24 13:46:29:320',11,-17,-12,1,-0.81,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5897,'2024/04/24 13:46:29:323',11,-17,-12,1,-0.81,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5898,'2024/04/24 13:46:29:333',11,-17,-12,1,-0.81,-0.57,0.05,-73,74,10465.136719,0,1,?,?,?,?
5899,'2024/04/24 13:46:29:343',11,-17,-12,1,-0.81,-0.57,0.05,-73,74,10465.136719,0,1,?,?,?,?
5900,'2024/04/24 13:46:29:345',11,-17,-12,1,-0.81,-0.57,0.05,-73,74,10465.136719,0,1,?,?,?,?
5901,'2024/04/24 13:46:29:353',11,-17,-12,1,-0.81,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5902,'2024/04/24 13:46:29:366',11,-17,-12,1,-0.81,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5903,'2024/04/24 13:46:29:368',11,-17,-12,1,-0.81,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5904,'2024/04/24 13:46:29:390',11,-17,-12,1,-0.81,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5905,'2024/04/24 13:46:29:393',11,-17,-12,1,-0.81,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5906,'2024/04/24 13:46:29:413',11,-17,-12,1,-0.81,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5907,'2024/04/24 13:46:29:413',11,-17,-12,1,-0.81,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5908,'2024/04/24 13:46:29:415',11,-17,-12,1,-0.81,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5909,'2024/04/24 13:46:29:433',11,-17,-12,1,-0.81,-0.57,0.05,-76,74,10465.136719,0,1,?,?,?,?
5910,'2024/04/24 13:46:29:437',11,-17,-12,1,-0.81,-0.57,0.05,-76,74,10465.136719,0,1,?,?,?,?
5911,'2024/04/24 13:46:29:438',11,-17,-12,1,-0.81,-0.57,0.05,-76,74,10465.136719,0,1,?,?,?,?
5912,'2024/04/24 13:46:29:453',11,-17,-12,1,-0.81,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5913,'2024/04/24 13:46:29:460',11,-17,-12,1,-0.81,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5914,'2024/04/24 13:46:29:461',11,-17,-12,1,-0.81,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5915,'2024/04/24 13:46:29:473',11,-17,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5916,'2024/04/24 13:46:29:482',11,-17,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5917,'2024/04/24 13:46:29:485',11,-17,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5918,'2024/04/24 13:46:29:506',11,-17,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5919,'2024/04/24 13:46:29:508',11,-17,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5920,'2024/04/24 13:46:29:508',11,-18,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5921,'2024/04/24 13:46:29:509',11,-18,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5922,'2024/04/24 13:46:29:509',11,-18,-12,1,-0.81,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5923,'2024/04/24 13:46:29:509',11,-18,-12,1,-0.86,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5924,'2024/04/24 13:46:29:509',11,-18,-12,1,-0.86,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5925,'2024/04/24 13:46:29:509',11,-18,-12,1,-0.86,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5926,'2024/04/24 13:46:29:513',11,-18,-12,1,-0.86,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5927,'2024/04/24 13:46:29:529',11,-18,-12,1,-0.86,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5928,'2024/04/24 13:46:29:531',11,-18,-12,1,-0.86,-0.57,0.05,-63,74,10465.136719,0,1,?,?,?,?
5929,'2024/04/24 13:46:29:533',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5930,'2024/04/24 13:46:29:552',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5931,'2024/04/24 13:46:29:554',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5932,'2024/04/24 13:46:29:575',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5933,'2024/04/24 13:46:29:578',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5934,'2024/04/24 13:46:29:593',11,-18,-12,1,-0.86,-0.57,0.05,-75,74,10465.136719,0,1,?,?,?,?
5935,'2024/04/24 13:46:29:599',11,-18,-12,1,-0.86,-0.57,0.05,-75,74,10465.136719,0,1,?,?,?,?
5936,'2024/04/24 13:46:29:601',11,-18,-12,1,-0.86,-0.57,0.05,-75,74,10465.136719,0,1,?,?,?,?
5937,'2024/04/24 13:46:29:613',11,-18,-12,1,-0.86,-0.57,0.05,-71,74,10465.136719,0,1,?,?,?,?
5938,'2024/04/24 13:46:29:622',11,-18,-12,1,-0.86,-0.57,0.05,-71,74,10465.136719,0,1,?,?,?,?
5939,'2024/04/24 13:46:29:624',11,-18,-12,1,-0.86,-0.57,0.05,-71,74,10465.136719,0,1,?,?,?,?
5940,'2024/04/24 13:46:29:633',11,-18,-12,1,-0.86,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5941,'2024/04/24 13:46:29:645',11,-18,-12,1,-0.86,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5942,'2024/04/24 13:46:29:647',11,-18,-12,1,-0.86,-0.57,0.05,-74,74,10465.136719,0,1,?,?,?,?
5943,'2024/04/24 13:46:29:653',11,-18,-12,1,-0.86,-0.57,0.05,-61,74,10465.136719,0,1,?,?,?,?
5944,'2024/04/24 13:46:29:668',11,-18,-12,1,-0.86,-0.57,0.05,-61,74,10465.136719,0,1,?,?,?,?
5945,'2024/04/24 13:46:29:670',11,-18,-12,1,-0.86,-0.57,0.05,-61,74,10465.136719,0,1,?,?,?,?
5946,'2024/04/24 13:46:29:673',11,-18,-12,1,-0.86,-0.57,0.05,-73,74,10465.136719,0,1,?,?,?,?
5947,'2024/04/24 13:46:29:691',11,-18,-12,1,-0.86,-0.57,0.05,-73,74,10465.136719,0,1,?,?,?,?
5948,'2024/04/24 13:46:29:693',11,-18,-12,1,-0.86,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5949,'2024/04/24 13:46:29:694',11,-18,-12,1,-0.86,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5950,'2024/04/24 13:46:29:713',11,-18,-12,1,-0.86,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5951,'2024/04/24 13:46:29:715',11,-18,-12,1,-0.86,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5952,'2024/04/24 13:46:29:717',11,-18,-12,1,-0.86,-0.57,0.05,-66,74,10465.136719,0,1,?,?,?,?
5953,'2024/04/24 13:46:29:733',11,-18,-12,1,-0.86,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5954,'2024/04/24 13:46:29:738',11,-18,-12,1,-0.86,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5955,'2024/04/24 13:46:29:740',11,-18,-12,1,-0.86,-0.57,0.05,-69,74,10465.136719,0,1,?,?,?,?
5956,'2024/04/24 13:46:29:753',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5957,'2024/04/24 13:46:29:761',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5958,'2024/04/24 13:46:29:763',11,-18,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5959,'2024/04/24 13:46:29:767',11,-16,-12,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5960,'2024/04/24 13:46:29:767',11,-16,-14,1,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5961,'2024/04/24 13:46:29:767',11,-16,-14,2,-0.86,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5962,'2024/04/24 13:46:29:767',11,-16,-14,2,-0.76,-0.57,0.05,-72,74,10465.136719,0,1,?,?,?,?
5963,'2024/04/24 13:46:29:767',11,-16,-14,2,-0.76,-0.67,0.05,-72,74,10465.136719,0,1,?,?,?,?
5964,'2024/04/24 13:46:29:767',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5965,'2024/04/24 13:46:29:773',11,-16,-14,2,-0.76,-0.67,0.1,-60,74,10465.136719,0,1,?,?,?,?
5966,'2024/04/24 13:46:29:784',11,-16,-14,2,-0.76,-0.67,0.1,-60,74,10465.136719,0,1,?,?,?,?
5967,'2024/04/24 13:46:29:787',11,-16,-14,2,-0.76,-0.67,0.1,-60,74,10465.136719,0,1,?,?,?,?
5968,'2024/04/24 13:46:29:793',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5969,'2024/04/24 13:46:29:808',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5970,'2024/04/24 13:46:29:810',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5971,'2024/04/24 13:46:29:813',11,-16,-14,2,-0.76,-0.67,0.1,-64,74,10465.136719,0,1,?,?,?,?
5972,'2024/04/24 13:46:29:831',11,-16,-14,2,-0.76,-0.67,0.1,-64,74,10465.136719,0,1,?,?,?,?
5973,'2024/04/24 13:46:29:833',11,-16,-14,2,-0.76,-0.67,0.1,-64,74,10465.136719,0,1,?,?,?,?
5974,'2024/04/24 13:46:29:833',11,-16,-14,2,-0.76,-0.67,0.1,-67,74,10465.136719,0,1,?,?,?,?
5975,'2024/04/24 13:46:29:854',11,-16,-14,2,-0.76,-0.67,0.1,-67,74,10465.136719,0,1,?,?,?,?
5976,'2024/04/24 13:46:29:857',11,-16,-14,2,-0.76,-0.67,0.1,-67,74,10465.136719,0,1,?,?,?,?
5977,'2024/04/24 13:46:29:873',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5978,'2024/04/24 13:46:29:877',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5979,'2024/04/24 13:46:29:879',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5980,'2024/04/24 13:46:29:901',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5981,'2024/04/24 13:46:29:904',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5982,'2024/04/24 13:46:29:913',11,-16,-14,2,-0.76,-0.67,0.1,-63,74,10465.136719,0,1,?,?,?,?
5983,'2024/04/24 13:46:29:924',11,-16,-14,2,-0.76,-0.67,0.1,-63,74,10465.136719,0,1,?,?,?,?
5984,'2024/04/24 13:46:29:926',11,-16,-14,2,-0.76,-0.67,0.1,-63,74,10465.136719,0,1,?,?,?,?
5985,'2024/04/24 13:46:29:933',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5986,'2024/04/24 13:46:29:947',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5987,'2024/04/24 13:46:29:949',11,-16,-14,2,-0.76,-0.67,0.1,-72,74,10465.136719,0,1,?,?,?,?
5988,'2024/04/24 13:46:29:953',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5989,'2024/04/24 13:46:29:970',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5990,'2024/04/24 13:46:29:973',11,-16,-14,2,-0.76,-0.67,0.1,-65,74,10465.136719,0,1,?,?,?,?
5991,'2024/04/24 13:46:29:973',11,-16,-14,2,-0.76,-0.67,0.1,-67,74,10465.136719,0,1,?,?,?,?
