@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute bow_accel numeric
@attribute bow_accel2 {0,1,2,3,4,5}
@attribute volume numeric
@attribute volume2 {0,1,2,3,4,5}
@attribute notes numeric
@attribute notes2 {0,1,2,3,4,5}

@data
10266,'2024/04/24 13:50:05:730',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10267,'2024/04/24 13:50:05:751',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10268,'2024/04/24 13:50:05:753',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10269,'2024/04/24 13:50:05:775',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10270,'2024/04/24 13:50:05:776',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10271,'2024/04/24 13:50:05:798',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10272,'2024/04/24 13:50:05:800',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10273,'2024/04/24 13:50:05:821',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10274,'2024/04/24 13:50:05:823',17,-3,-19,-13,-0.14,-0.9,-0.62,-27,57,10465.136719,?,?,0.52,2,?,?
10275,'2024/04/24 13:50:05:829',17,-3,-19,-13,-0.14,-0.9,-0.62,-32,57,10465.136719,?,?,0.52,2,?,?
10276,'2024/04/24 13:50:05:844',17,-3,-19,-13,-0.14,-0.9,-0.62,-32,57,10465.136719,?,?,0.52,2,?,?
10277,'2024/04/24 13:50:05:846',17,-3,-19,-13,-0.14,-0.9,-0.62,-32,57,10465.136719,?,?,0.52,2,?,?
10278,'2024/04/24 13:50:05:849',17,-3,-19,-13,-0.14,-0.9,-0.62,-36,57,10465.136719,?,?,0.52,2,?,?
10279,'2024/04/24 13:50:05:867',17,-3,-19,-13,-0.14,-0.9,-0.62,-36,57,10465.136719,?,?,0.52,2,?,?
10280,'2024/04/24 13:50:05:869',17,-3,-19,-13,-0.14,-0.9,-0.62,-36,57,10465.136719,?,?,0.52,2,?,?
10281,'2024/04/24 13:50:05:869',17,-3,-19,-13,-0.14,-0.9,-0.62,-32,57,10465.136719,?,?,0.52,2,?,?
10282,'2024/04/24 13:50:05:889',17,-3,-19,-13,-0.14,-0.9,-0.62,-40,57,10465.136719,?,?,0.52,2,?,?
10283,'2024/04/24 13:50:05:890',17,-3,-19,-13,-0.14,-0.9,-0.62,-40,57,10465.136719,?,?,0.52,2,?,?
10284,'2024/04/24 13:50:05:893',17,-3,-19,-13,-0.14,-0.9,-0.62,-40,57,10465.136719,?,?,0.52,2,?,?
10285,'2024/04/24 13:50:05:909',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10286,'2024/04/24 13:50:05:914',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10287,'2024/04/24 13:50:05:916',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10288,'2024/04/24 13:50:05:937',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10289,'2024/04/24 13:50:05:939',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10290,'2024/04/24 13:50:05:960',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10291,'2024/04/24 13:50:05:962',17,-3,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10292,'2024/04/24 13:50:05:968',17,-4,-19,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10293,'2024/04/24 13:50:05:968',17,-4,-17,-13,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10294,'2024/04/24 13:50:05:968',17,-4,-17,-11,-0.14,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10295,'2024/04/24 13:50:05:968',17,-4,-17,-11,-0.19,-0.9,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10296,'2024/04/24 13:50:05:968',17,-4,-17,-11,-0.19,-0.81,-0.62,-35,57,10465.136719,?,?,0.52,2,?,?
10297,'2024/04/24 13:50:05:968',17,-4,-17,-11,-0.19,-0.81,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10298,'2024/04/24 13:50:05:983',17,-4,-17,-11,-0.19,-0.81,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10299,'2024/04/24 13:50:05:986',17,-4,-17,-11,-0.19,-0.81,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10300,'2024/04/24 13:50:06:007',17,-4,-17,-11,-0.19,-0.81,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10301,'2024/04/24 13:50:06:009',17,-4,-17,-11,-0.19,-0.81,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10302,'2024/04/24 13:50:06:009',17,-4,-17,-11,-0.19,-0.81,-0.52,-38,57,10465.136719,?,?,0.52,2,?,?
10303,'2024/04/24 13:50:06:030',17,-4,-17,-11,-0.19,-0.81,-0.52,-38,57,10465.136719,?,?,0.52,2,?,?
10304,'2024/04/24 13:50:06:032',17,-4,-17,-11,-0.19,-0.81,-0.52,-38,57,10465.136719,?,?,0.52,2,?,?
10305,'2024/04/24 13:50:06:049',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10306,'2024/04/24 13:50:06:053',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10307,'2024/04/24 13:50:06:055',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10308,'2024/04/24 13:50:06:076',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10309,'2024/04/24 13:50:06:079',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10310,'2024/04/24 13:50:06:089',17,-4,-17,-11,-0.19,-0.81,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10311,'2024/04/24 13:50:06:099',17,-4,-17,-11,-0.19,-0.81,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10312,'2024/04/24 13:50:06:102',17,-4,-17,-11,-0.19,-0.81,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10313,'2024/04/24 13:50:06:109',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10314,'2024/04/24 13:50:06:123',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10315,'2024/04/24 13:50:06:125',17,-4,-17,-11,-0.19,-0.81,-0.52,-31,57,10465.136719,?,?,0.52,2,?,?
10316,'2024/04/24 13:50:06:129',17,-4,-17,-11,-0.19,-0.81,-0.52,-34,57,10465.136719,?,?,0.52,2,?,?
10317,'2024/04/24 13:50:06:146',17,-4,-17,-11,-0.19,-0.81,-0.52,-34,57,10465.136719,?,?,0.52,2,?,?
10318,'2024/04/24 13:50:06:148',17,-4,-17,-11,-0.19,-0.81,-0.52,-34,57,10465.136719,?,?,0.52,2,?,?
10319,'2024/04/24 13:50:06:169',17,-4,-17,-11,-0.19,-0.81,-0.52,-34,57,10465.136719,?,?,0.52,2,?,?
10320,'2024/04/24 13:50:06:169',17,-4,-17,-11,-0.19,-0.81,-0.52,-41,57,10465.136719,?,?,0.52,2,?,?
10321,'2024/04/24 13:50:06:171',17,-4,-17,-11,-0.19,-0.81,-0.52,-41,57,10465.136719,?,?,0.52,2,?,?
10322,'2024/04/24 13:50:06:189',17,-4,-17,-11,-0.19,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10323,'2024/04/24 13:50:06:193',17,-4,-17,-11,-0.19,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10324,'2024/04/24 13:50:06:194',17,-4,-17,-11,-0.19,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10325,'2024/04/24 13:50:06:205',17,-11,-17,-11,-0.19,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10326,'2024/04/24 13:50:06:205',17,-11,-14,-11,-0.19,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10327,'2024/04/24 13:50:06:205',17,-11,-14,-11,-0.19,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10328,'2024/04/24 13:50:06:205',17,-11,-14,-11,-0.52,-0.81,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10329,'2024/04/24 13:50:06:205',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10330,'2024/04/24 13:50:06:205',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10331,'2024/04/24 13:50:06:210',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10332,'2024/04/24 13:50:06:216',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10333,'2024/04/24 13:50:06:217',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10334,'2024/04/24 13:50:06:229',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10335,'2024/04/24 13:50:06:239',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10336,'2024/04/24 13:50:06:242',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10337,'2024/04/24 13:50:06:262',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10338,'2024/04/24 13:50:06:264',17,-11,-14,-11,-0.52,-0.67,-0.52,-36,57,10465.136719,?,?,0.52,2,?,?
10339,'2024/04/24 13:50:06:269',17,-11,-14,-11,-0.52,-0.67,-0.52,-48,57,10465.136719,?,?,0.52,2,?,?
10340,'2024/04/24 13:50:06:285',17,-11,-14,-11,-0.52,-0.67,-0.52,-48,57,10465.136719,?,?,0.52,2,?,?
10341,'2024/04/24 13:50:06:288',17,-11,-14,-11,-0.52,-0.67,-0.52,-48,57,10465.136719,?,?,0.52,2,?,?
10342,'2024/04/24 13:50:06:289',17,-11,-14,-11,-0.52,-0.67,-0.52,-46,57,10465.136719,?,?,0.52,2,?,?
10343,'2024/04/24 13:50:06:308',17,-11,-14,-11,-0.52,-0.67,-0.52,-46,57,10465.136719,?,?,0.52,2,?,?
10344,'2024/04/24 13:50:06:309',17,-11,-14,-11,-0.52,-0.67,-0.52,-42,57,10465.136719,?,?,0.52,2,?,?
10345,'2024/04/24 13:50:06:311',17,-11,-14,-11,-0.52,-0.67,-0.52,-42,57,10465.136719,?,?,0.52,2,?,?
10346,'2024/04/24 13:50:06:329',17,-11,-14,-11,-0.52,-0.67,-0.52,-45,57,10465.136719,?,?,0.52,2,?,?
10347,'2024/04/24 13:50:06:332',17,-11,-14,-11,-0.52,-0.67,-0.52,-45,57,10465.136719,?,?,0.52,2,?,?
10348,'2024/04/24 13:50:06:334',17,-11,-14,-11,-0.52,-0.67,-0.52,-45,57,10465.136719,?,?,0.52,2,?,?
10349,'2024/04/24 13:50:06:349',17,-11,-14,-11,-0.52,-0.67,-0.52,-40,57,10465.136719,?,?,0.52,2,?,?
10350,'2024/04/24 13:50:06:355',17,-11,-14,-11,-0.52,-0.67,-0.52,-40,57,10465.136719,?,?,0.52,2,?,?
10351,'2024/04/24 13:50:06:357',17,-11,-14,-11,-0.52,-0.67,-0.52,-40,57,10465.136719,?,?,0.52,2,?,?
10352,'2024/04/24 13:50:06:369',17,-11,-14,-11,-0.52,-0.67,-0.52,-30,57,10465.136719,?,?,0.52,2,?,?
10353,'2024/04/24 13:50:06:378',17,-11,-14,-11,-0.52,-0.67,-0.52,-30,57,10465.136719,?,?,0.52,2,?,?
10354,'2024/04/24 13:50:06:380',17,-11,-14,-11,-0.52,-0.67,-0.52,-30,57,10465.136719,?,?,0.52,2,?,?
10355,'2024/04/24 13:50:06:389',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10356,'2024/04/24 13:50:06:401',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10357,'2024/04/24 13:50:06:403',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10358,'2024/04/24 13:50:06:409',17,-11,-14,-11,-0.52,-0.67,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10359,'2024/04/24 13:50:06:425',17,-11,-14,-11,-0.52,-0.67,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10360,'2024/04/24 13:50:06:426',17,-11,-14,-11,-0.52,-0.67,-0.52,-35,57,10465.136719,?,?,0.52,2,?,?
10361,'2024/04/24 13:50:06:429',17,-11,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10362,'2024/04/24 13:50:06:443',17,-12,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10363,'2024/04/24 13:50:06:443',17,-12,-14,-11,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10364,'2024/04/24 13:50:06:443',17,-12,-14,-10,-0.52,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10365,'2024/04/24 13:50:06:443',17,-12,-14,-10,-0.57,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10366,'2024/04/24 13:50:06:448',17,-12,-14,-10,-0.57,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10367,'2024/04/24 13:50:06:450',17,-12,-14,-10,-0.57,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10368,'2024/04/24 13:50:06:463',17,-12,-14,-10,-0.57,-0.67,-0.52,-33,57,10465.136719,?,?,0.52,2,?,?
10369,'2024/04/24 13:50:06:464',17,-12,-14,-10,-0.57,-0.67,-0.48,-33,57,10465.136719,?,?,0.52,2,?,?
10370,'2024/04/24 13:50:06:471',17,-12,-14,-10,-0.57,-0.67,-0.48,-33,57,10465.136719,?,?,0.52,2,?,?
10371,'2024/04/24 13:50:06:473',17,-12,-14,-10,-0.57,-0.67,-0.48,-33,57,10465.136719,?,?,0.52,2,?,?
10372,'2024/04/24 13:50:06:494',17,-12,-14,-10,-0.57,-0.67,-0.48,-33,57,10465.136719,?,?,0.52,2,?,?
10373,'2024/04/24 13:50:06:496',17,-12,-14,-10,-0.57,-0.67,-0.48,-33,57,10465.136719,?,?,0.52,2,?,?
10374,'2024/04/24 13:50:06:509',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10375,'2024/04/24 13:50:06:517',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10376,'2024/04/24 13:50:06:519',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10377,'2024/04/24 13:50:06:529',17,-12,-14,-10,-0.57,-0.67,-0.48,-32,57,10465.136719,?,?,0.52,2,?,?
10378,'2024/04/24 13:50:06:541',17,-12,-14,-10,-0.57,-0.67,-0.48,-32,57,10465.136719,?,?,0.52,2,?,?
10379,'2024/04/24 13:50:06:543',17,-12,-14,-10,-0.57,-0.67,-0.48,-32,57,10465.136719,?,?,0.52,2,?,?
10380,'2024/04/24 13:50:06:549',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10381,'2024/04/24 13:50:06:564',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10382,'2024/04/24 13:50:06:566',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10383,'2024/04/24 13:50:06:587',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10384,'2024/04/24 13:50:06:589',17,-12,-14,-10,-0.57,-0.67,-0.48,-30,57,10465.136719,?,?,0.52,2,?,?
10385,'2024/04/24 13:50:06:609',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10386,'2024/04/24 13:50:06:610',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10387,'2024/04/24 13:50:06:612',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10388,'2024/04/24 13:50:06:634',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10389,'2024/04/24 13:50:06:636',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10390,'2024/04/24 13:50:06:657',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10391,'2024/04/24 13:50:06:659',17,-12,-14,-10,-0.57,-0.67,-0.48,-29,57,10465.136719,?,?,0.52,2,?,?
10392,'2024/04/24 13:50:06:669',17,-12,-14,-10,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10393,'2024/04/24 13:50:06:680',17,-12,-14,-10,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10394,'2024/04/24 13:50:06:682',17,-12,-14,-10,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10395,'2024/04/24 13:50:06:703',17,-14,-14,-10,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10396,'2024/04/24 13:50:06:703',17,-14,-13,-10,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10397,'2024/04/24 13:50:06:703',17,-14,-13,-6,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10398,'2024/04/24 13:50:06:704',17,-14,-13,-6,-0.57,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10399,'2024/04/24 13:50:06:704',17,-14,-13,-6,-0.67,-0.67,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10400,'2024/04/24 13:50:06:704',17,-14,-13,-6,-0.67,-0.62,-0.48,-25,57,10465.136719,?,?,0.52,2,?,?
10401,'2024/04/24 13:50:06:704',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10402,'2024/04/24 13:50:06:706',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10403,'2024/04/24 13:50:06:726',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10404,'2024/04/24 13:50:06:729',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10405,'2024/04/24 13:50:06:729',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10406,'2024/04/24 13:50:06:750',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10407,'2024/04/24 13:50:06:752',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10408,'2024/04/24 13:50:06:773',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10409,'2024/04/24 13:50:06:775',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10410,'2024/04/24 13:50:06:789',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10411,'2024/04/24 13:50:06:796',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10412,'2024/04/24 13:50:06:798',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10413,'2024/04/24 13:50:06:819',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10414,'2024/04/24 13:50:06:822',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10415,'2024/04/24 13:50:06:842',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10416,'2024/04/24 13:50:06:845',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10417,'2024/04/24 13:50:06:849',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10418,'2024/04/24 13:50:06:866',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10419,'2024/04/24 13:50:06:868',17,-14,-13,-6,-0.67,-0.62,-0.29,-23,57,10465.136719,?,?,0.52,2,?,?
10420,'2024/04/24 13:50:06:869',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10421,'2024/04/24 13:50:06:889',17,-14,-13,-6,-0.67,-0.62,-0.29,-25,57,10465.136719,?,?,0.52,2,?,?
10422,'2024/04/24 13:50:06:889',17,-14,-13,-6,-0.67,-0.62,-0.29,-22,57,10465.136719,?,?,0.52,2,?,?
10423,'2024/04/24 13:50:06:891',17,-14,-13,-6,-0.67,-0.62,-0.29,-22,74,10465.136719,?,?,0.52,2,?,?
10424,'2024/04/24 13:50:06:892',17,-14,-13,-6,-0.67,-0.62,-0.29,-22,74,10465.136719,?,?,0.52,2,?,?
10425,'2024/04/24 13:50:06:909',17,-14,-13,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10426,'2024/04/24 13:50:06:912',17,-14,-13,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10427,'2024/04/24 13:50:06:914',17,-14,-13,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10428,'2024/04/24 13:50:06:936',17,-14,-13,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10429,'2024/04/24 13:50:06:938',17,-14,-13,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10430,'2024/04/24 13:50:06:943',17,-16,-13,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10431,'2024/04/24 13:50:06:943',17,-16,-14,-6,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10432,'2024/04/24 13:50:06:943',17,-16,-14,-4,-0.67,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10433,'2024/04/24 13:50:06:943',17,-16,-14,-4,-0.76,-0.62,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10434,'2024/04/24 13:50:06:943',17,-16,-14,-4,-0.76,-0.67,-0.29,-21,74,10465.136719,?,?,0.52,2,?,?
10435,'2024/04/24 13:50:06:949',17,-16,-14,-4,-0.76,-0.67,-0.29,-29,74,10465.136719,?,?,0.52,2,?,?
10436,'2024/04/24 13:50:06:959',17,-16,-14,-4,-0.76,-0.67,-0.29,-29,74,10465.136719,?,?,0.52,2,?,?
10437,'2024/04/24 13:50:06:961',17,-16,-14,-4,-0.76,-0.67,-0.29,-29,74,10465.136719,?,?,0.52,2,?,?
10438,'2024/04/24 13:50:06:964',17,-16,-14,-4,-0.76,-0.67,-0.19,-29,74,10465.136719,?,?,0.52,2,?,?
10439,'2024/04/24 13:50:06:969',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10440,'2024/04/24 13:50:06:982',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10441,'2024/04/24 13:50:06:984',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10442,'2024/04/24 13:50:06:989',17,-16,-14,-4,-0.76,-0.67,-0.19,-21,74,10465.136719,?,?,0.52,2,?,?
10443,'2024/04/24 13:50:07:005',17,-16,-14,-4,-0.76,-0.67,-0.19,-21,74,10465.136719,?,?,0.52,2,?,?
10444,'2024/04/24 13:50:07:007',17,-16,-14,-4,-0.76,-0.67,-0.19,-21,74,10465.136719,?,?,0.52,2,?,?
10445,'2024/04/24 13:50:07:028',17,-16,-14,-4,-0.76,-0.67,-0.19,-21,74,10465.136719,?,?,0.52,2,?,?
10446,'2024/04/24 13:50:07:031',17,-16,-14,-4,-0.76,-0.67,-0.19,-21,74,10465.136719,?,?,0.52,2,?,?
10447,'2024/04/24 13:50:07:049',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10448,'2024/04/24 13:50:07:051',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10449,'2024/04/24 13:50:07:053',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10450,'2024/04/24 13:50:07:075',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10451,'2024/04/24 13:50:07:077',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10452,'2024/04/24 13:50:07:098',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10453,'2024/04/24 13:50:07:100',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10454,'2024/04/24 13:50:07:121',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10455,'2024/04/24 13:50:07:124',17,-16,-14,-4,-0.76,-0.67,-0.19,-27,74,10465.136719,?,?,0.52,2,?,?
10456,'2024/04/24 13:50:07:129',17,-16,-14,-4,-0.76,-0.67,-0.19,-32,74,10465.136719,?,?,0.52,2,?,?
10457,'2024/04/24 13:50:07:144',17,-16,-14,-4,-0.76,-0.67,-0.19,-32,74,10465.136719,?,?,0.52,2,?,?
10458,'2024/04/24 13:50:07:147',17,-16,-14,-4,-0.76,-0.67,-0.19,-32,74,10465.136719,?,?,0.52,2,?,?
10459,'2024/04/24 13:50:07:149',17,-16,-14,-4,-0.76,-0.67,-0.19,-30,74,10465.136719,?,?,0.52,2,?,?
10460,'2024/04/24 13:50:07:168',17,-16,-14,-4,-0.76,-0.67,-0.19,-30,74,10465.136719,?,?,0.52,2,?,?
